name,year,male,female,5-14 years,15-24 years,25-34 years,35-54 years,55-74 years,75+ years
Grenada,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,2003,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Grenada,2004,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Grenada,2005,5.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0
Grenada,2006,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Grenada,2007,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
Grenada,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,2011,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Grenada,2012,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Grenada,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,All,17.0,2.0,0.0,1.0,5.0,6.0,6.0,1.0
Guadeloupe,2000,32.0,5.0,1.0,2.0,8.0,17.0,5.0,4.0
Guadeloupe,2001,24.0,9.0,0.0,4.0,7.0,10.0,9.0,3.0
Guadeloupe,2002,28.0,8.0,1.0,5.0,8.0,15.0,5.0,2.0
Guadeloupe,2003,25.0,6.0,0.0,4.0,6.0,13.0,6.0,2.0
Guadeloupe,2004,33.0,6.0,0.0,4.0,4.0,15.0,11.0,5.0
Guadeloupe,2005,30.0,16.0,0.0,2.0,9.0,21.0,11.0,3.0
Guadeloupe,2006,30.0,9.0,1.0,0.0,7.0,24.0,5.0,2.0
Guadeloupe,2007,25.0,9.0,0.0,3.0,5.0,17.0,8.0,1.0
Guadeloupe,2008,38.0,5.0,0.0,3.0,5.0,24.0,8.0,3.0
Guadeloupe,2009,28.0,11.0,3.0,1.0,8.0,16.0,10.0,1.0
Guadeloupe,2010,33.0,11.0,1.0,3.0,7.0,20.0,11.0,2.0
Guadeloupe,2011,26.0,6.0,0.0,5.0,4.0,13.0,5.0,5.0
Guadeloupe,2012,28.0,12.0,0.0,5.0,5.0,15.0,12.0,3.0
Guadeloupe,2013,33.0,6.0,1.0,5.0,3.0,15.0,13.0,2.0
Guadeloupe,2014,17.0,8.0,0.0,1.0,3.0,9.0,10.0,2.0
Guadeloupe,All,430.0,127.0,8.0,47.0,89.0,244.0,129.0,40.0
Guatemala,1996,124.0,33.0,3.0,42.0,48.0,41.0,19.0,4.0
Guatemala,1997,135.0,44.0,6.0,70.0,35.0,51.0,15.0,2.0
Guatemala,1998,156.0,45.0,9.0,78.0,44.0,46.0,16.0,8.0
Guatemala,1999,192.0,42.0,10.0,77.0,61.0,65.0,16.0,5.0
Guatemala,2000,142.0,40.0,8.0,69.0,53.0,26.0,23.0,3.0
Guatemala,2001,150.0,52.0,6.0,82.0,44.0,45.0,20.0,5.0
Guatemala,2002,194.0,64.0,8.0,88.0,61.0,59.0,34.0,8.0
Guatemala,2003,200.0,53.0,13.0,91.0,58.0,62.0,21.0,8.0
Guatemala,2004,184.0,66.0,14.0,100.0,60.0,52.0,21.0,3.0
Guatemala,2005,177.0,61.0,11.0,101.0,53.0,47.0,18.0,8.0
Guatemala,2006,227.0,71.0,9.0,111.0,71.0,69.0,26.0,12.0
Guatemala,2007,263.0,64.0,10.0,118.0,76.0,86.0,29.0,8.0
Guatemala,2008,371.0,121.0,24.0,189.0,114.0,116.0,40.0,9.0
Guatemala,2009,366.0,145.0,17.0,187.0,120.0,134.0,41.0,12.0
Guatemala,2010,270.0,82.0,13.0,134.0,97.0,77.0,26.0,5.0
Guatemala,2011,251.0,108.0,17.0,164.0,81.0,63.0,28.0,6.0
Guatemala,2012,310.0,110.0,21.0,181.0,81.0,89.0,39.0,9.0
Guatemala,2013,331.0,124.0,18.0,197.0,105.0,95.0,34.0,6.0
Guatemala,2014,356.0,156.0,19.0,201.0,119.0,119.0,47.0,7.0
Guatemala,2015,350.0,144.0,24.0,208.0,105.0,107.0,38.0,12.0
Guatemala,All,4749.0,1625.0,260.0,2488.0,1486.0,1449.0,551.0,140.0
Guyana,1996,51.0,9.0,0.0,18.0,19.0,14.0,8.0,1.0
Guyana,1997,36.0,4.0,1.0,9.0,16.0,10.0,3.0,1.0
Guyana,1998,31.0,4.0,2.0,5.0,8.0,14.0,6.0,0.0
Guyana,1999,121.0,42.0,3.0,52.0,50.0,45.0,10.0,3.0
Guyana,2001,154.0,43.0,1.0,37.0,57.0,76.0,24.0,2.0
Guyana,2002,142.0,34.0,6.0,44.0,43.0,65.0,17.0,1.0
Guyana,2003,153.0,45.0,4.0,47.0,49.0,75.0,20.0,3.0
Guyana,2004,138.0,48.0,6.0,42.0,53.0,62.0,18.0,5.0
Guyana,2005,127.0,42.0,3.0,37.0,51.0,55.0,21.0,2.0
Guyana,2006,151.0,50.0,9.0,49.0,57.0,62.0,21.0,3.0
Guyana,2007,143.0,42.0,4.0,42.0,37.0,82.0,15.0,5.0
Guyana,2008,124.0,44.0,4.0,33.0,36.0,66.0,25.0,4.0
Guyana,2009,109.0,47.0,7.0,28.0,33.0,66.0,19.0,3.0
Guyana,2010,156.0,49.0,7.0,48.0,41.0,88.0,16.0,5.0
Guyana,2011,153.0,39.0,7.0,41.0,41.0,78.0,22.0,3.0
Guyana,2012,156.0,50.0,6.0,44.0,38.0,89.0,26.0,3.0
Guyana,2013,160.0,50.0,2.0,63.0,38.0,78.0,27.0,2.0
Guyana,All,2105.0,642.0,72.0,639.0,667.0,1025.0,298.0,46.0
Haiti,1997,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Haiti,1999,1.0,4.0,0.0,1.0,1.0,1.0,2.0,0.0
Haiti,2001,14.0,2.0,0.0,2.0,3.0,5.0,5.0,1.0
Haiti,2002,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0
Haiti,2003,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Haiti,2004,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Haiti,All,21.0,7.0,0.0,6.0,6.0,7.0,8.0,1.0
Honduras,2008,28.0,9.0,1.0,15.0,8.0,7.0,4.0,2.0
Honduras,2009,63.0,29.0,4.0,46.0,9.0,24.0,6.0,3.0
Honduras,2010,72.0,39.0,3.0,40.0,27.0,29.0,9.0,3.0
Honduras,2011,75.0,37.0,3.0,49.0,30.0,24.0,6.0,0.0
Honduras,2012,77.0,34.0,1.0,50.0,33.0,17.0,10.0,0.0
Honduras,2013,63.0,31.0,2.0,38.0,31.0,13.0,8.0,2.0
Honduras,All,378.0,179.0,14.0,238.0,138.0,114.0,43.0,10.0
Hong Kong SAR,1996,494.0,286.0,11.0,86.0,147.0,262.0,179.0,95.0
Hong Kong SAR,1997,381.0,260.0,7.0,68.0,105.0,171.0,197.0,93.0
Hong Kong SAR,1998,544.0,302.0,4.0,100.0,157.0,260.0,188.0,137.0
Hong Kong SAR,1999,544.0,325.0,4.0,74.0,147.0,329.0,199.0,116.0
Hong Kong SAR,2000,541.0,349.0,11.0,64.0,177.0,331.0,190.0,117.0
Hong Kong SAR,2001,608.0,389.0,11.0,79.0,197.0,396.0,202.0,112.0
Hong Kong SAR,2002,684.0,356.0,6.0,98.0,214.0,415.0,193.0,114.0
Hong Kong SAR,2003,732.0,369.0,4.0,92.0,177.0,449.0,251.0,128.0
Hong Kong SAR,2004,831.0,441.0,5.0,110.0,219.0,472.0,295.0,171.0
Hong Kong SAR,2005,713.0,430.0,1.0,83.0,184.0,447.0,252.0,176.0
Hong Kong SAR,2006,629.0,412.0,3.0,76.0,162.0,392.0,249.0,159.0
Hong Kong SAR,2007,575.0,343.0,4.0,71.0,148.0,332.0,205.0,158.0
Hong Kong SAR,2008,535.0,342.0,5.0,73.0,127.0,312.0,221.0,139.0
Hong Kong SAR,2009,626.0,398.0,4.0,75.0,155.0,371.0,260.0,159.0
Hong Kong SAR,2010,629.0,378.0,5.0,65.0,155.0,354.0,250.0,178.0
Hong Kong SAR,2011,501.0,315.0,3.0,60.0,126.0,275.0,210.0,142.0
Hong Kong SAR,2012,513.0,309.0,4.0,62.0,125.0,284.0,201.0,146.0
Hong Kong SAR,2013,617.0,380.0,5.0,89.0,144.0,325.0,275.0,159.0
Hong Kong SAR,2014,563.0,363.0,4.0,56.0,118.0,335.0,251.0,162.0
Hong Kong SAR,2015,627.0,363.0,4.0,62.0,127.0,335.0,297.0,165.0
Hong Kong SAR,All,11887.0,7110.0,105.0,1543.0,3111.0,6847.0,4565.0,2826.0
Hungary,1996,2520.0,916.0,3.0,176.0,302.0,1427.0,1050.0,478.0
Hungary,1997,2383.0,825.0,7.0,163.0,295.0,1288.0,960.0,495.0
Hungary,1998,2468.0,777.0,5.0,174.0,329.0,1453.0,861.0,423.0
Hungary,1999,2548.0,778.0,12.0,179.0,336.0,1384.0,929.0,486.0
Hungary,2000,2463.0,806.0,11.0,161.0,349.0,1346.0,931.0,471.0
Hungary,2001,2282.0,696.0,4.0,163.0,292.0,1279.0,807.0,433.0
Hungary,2002,2192.0,647.0,7.0,148.0,273.0,1245.0,763.0,403.0
Hungary,2003,2160.0,640.0,8.0,124.0,264.0,1150.0,859.0,395.0
Hungary,2004,2087.0,655.0,7.0,132.0,278.0,1176.0,741.0,408.0
Hungary,2005,2026.0,593.0,5.0,97.0,253.0,1126.0,748.0,390.0
Hungary,2006,1861.0,600.0,3.0,99.0,248.0,1052.0,737.0,322.0
Hungary,2007,1879.0,571.0,2.0,89.0,222.0,987.0,766.0,384.0
Hungary,2008,1910.0,566.0,4.0,94.0,223.0,987.0,777.0,391.0
Hungary,2009,1901.0,559.0,7.0,130.0,230.0,964.0,824.0,305.0
Hungary,2010,1942.0,547.0,3.0,97.0,227.0,930.0,881.0,351.0
Hungary,2011,1846.0,574.0,6.0,103.0,195.0,933.0,861.0,322.0
Hungary,2012,1803.0,546.0,2.0,97.0,176.0,843.0,874.0,357.0
Hungary,2013,1587.0,505.0,1.0,72.0,138.0,768.0,806.0,307.0
Hungary,2014,1478.0,447.0,2.0,80.0,153.0,647.0,783.0,260.0
Hungary,2015,1389.0,479.0,3.0,84.0,156.0,604.0,677.0,344.0
Hungary,2016,1316.0,446.0,1.0,72.0,128.0,571.0,656.0,334.0
Hungary,All,42041.0,13173.0,103.0,2534.0,5067.0,22160.0,17291.0,8059.0
Iceland,1996,28.0,5.0,1.0,5.0,9.0,10.0,5.0,3.0
Iceland,1997,26.0,7.0,0.0,5.0,4.0,13.0,9.0,2.0
Iceland,1998,23.0,7.0,0.0,6.0,6.0,12.0,4.0,2.0
Iceland,1999,24.0,7.0,0.0,6.0,6.0,15.0,3.0,1.0
Iceland,2000,42.0,8.0,0.0,14.0,13.0,14.0,9.0,0.0
Iceland,2001,28.0,8.0,0.0,8.0,7.0,14.0,5.0,2.0
Iceland,2002,20.0,10.0,0.0,4.0,9.0,8.0,8.0,1.0
Iceland,2003,20.0,6.0,0.0,5.0,2.0,9.0,10.0,0.0
Iceland,2004,26.0,9.0,0.0,7.0,8.0,11.0,6.0,3.0
Iceland,2005,24.0,9.0,0.0,3.0,6.0,16.0,8.0,0.0
Iceland,2006,22.0,10.0,0.0,6.0,3.0,16.0,7.0,0.0
Iceland,2007,30.0,7.0,0.0,8.0,8.0,13.0,4.0,4.0
Iceland,2008,27.0,11.0,0.0,4.0,7.0,14.0,12.0,1.0
Iceland,2009,29.0,7.0,0.0,2.0,6.0,16.0,11.0,1.0
Iceland,2010,36.0,10.0,1.0,7.0,9.0,16.0,10.0,3.0
Iceland,2011,22.0,5.0,1.0,3.0,6.0,9.0,8.0,0.0
Iceland,2012,26.0,11.0,0.0,5.0,9.0,11.0,10.0,2.0
Iceland,2013,35.0,14.0,0.0,5.0,10.0,17.0,9.0,8.0
Iceland,2014,33.0,11.0,0.0,6.0,11.0,11.0,10.0,6.0
Iceland,2015,29.0,11.0,0.0,7.0,7.0,13.0,11.0,2.0
Iceland,2016,36.0,4.0,0.0,6.0,10.0,11.0,12.0,1.0
Iceland,All,586.0,177.0,3.0,122.0,156.0,269.0,171.0,42.0
Iran (Islamic Rep of),2013,1619.0,823.0,61.0,799.0,729.0,624.0,175.0,54.0
Iran (Islamic Rep of),2014,1692.0,793.0,85.0,795.0,749.0,607.0,197.0,52.0
Iran (Islamic Rep of),2015,1666.0,706.0,65.0,788.0,707.0,598.0,174.0,40.0
Iran (Islamic Rep of),All,4977.0,2322.0,211.0,2382.0,2185.0,1829.0,546.0,146.0
Iraq,2008,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
Iraq,All,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
Ireland,1996,345.0,63.0,4.0,96.0,104.0,135.0,52.0,17.0
Ireland,1997,376.0,90.0,4.0,124.0,92.0,159.0,72.0,15.0
Ireland,1998,425.0,73.0,2.0,125.0,116.0,174.0,67.0,14.0
Ireland,1999,342.0,82.0,3.0,103.0,97.0,130.0,76.0,15.0
Ireland,2000,381.0,82.0,1.0,106.0,108.0,175.0,61.0,12.0
Ireland,2001,409.0,79.0,2.0,103.0,115.0,173.0,84.0,11.0
Ireland,2002,368.0,81.0,3.0,103.0,119.0,138.0,76.0,10.0
Ireland,2003,358.0,96.0,4.0,108.0,77.0,172.0,78.0,15.0
Ireland,2004,390.0,74.0,1.0,94.0,99.0,183.0,78.0,9.0
Ireland,2005,363.0,88.0,3.0,98.0,107.0,161.0,76.0,6.0
Ireland,2006,372.0,80.0,4.0,103.0,98.0,155.0,79.0,13.0
Ireland,2007,362.0,96.0,8.0,91.0,110.0,164.0,74.0,11.0
Ireland,2008,386.0,120.0,3.0,94.0,118.0,188.0,93.0,10.0
Ireland,2009,422.0,105.0,4.0,90.0,139.0,191.0,97.0,6.0
Ireland,2010,386.0,100.0,6.0,78.0,94.0,204.0,91.0,13.0
Ireland,2011,458.0,96.0,0.0,94.0,127.0,229.0,93.0,11.0
Ireland,2012,446.0,96.0,4.0,75.0,109.0,234.0,104.0,16.0
Ireland,2013,391.0,96.0,2.0,53.0,92.0,211.0,120.0,9.0
Ireland,2014,399.0,87.0,2.0,74.0,100.0,204.0,96.0,10.0
Ireland,All,7379.0,1684.0,60.0,1812.0,2021.0,3380.0,1567.0,223.0
Israel,1996,231.0,75.0,3.0,53.0,47.0,78.0,66.0,59.0
Israel,1997,301.0,78.0,2.0,74.0,64.0,99.0,75.0,65.0
Israel,1998,239.0,79.0,3.0,65.0,52.0,74.0,76.0,48.0
Israel,1999,297.0,71.0,6.0,69.0,62.0,120.0,64.0,47.0
Israel,2000,307.0,87.0,1.0,75.0,81.0,124.0,61.0,52.0
Israel,2001,323.0,75.0,3.0,85.0,67.0,118.0,70.0,55.0
Israel,2002,291.0,91.0,2.0,74.0,69.0,130.0,65.0,42.0
Israel,2003,345.0,72.0,3.0,67.0,65.0,150.0,94.0,38.0
Israel,2004,320.0,91.0,3.0,79.0,80.0,120.0,83.0,46.0
Israel,2005,304.0,121.0,3.0,79.0,72.0,135.0,78.0,58.0
Israel,2006,279.0,88.0,1.0,79.0,61.0,115.0,76.0,35.0
Israel,2007,263.0,63.0,3.0,55.0,61.0,108.0,63.0,36.0
Israel,2008,294.0,60.0,4.0,72.0,53.0,94.0,77.0,54.0
Israel,2009,310.0,94.0,5.0,61.0,85.0,123.0,99.0,31.0
Israel,2010,394.0,86.0,5.0,73.0,86.0,152.0,115.0,49.0
Israel,2011,322.0,87.0,1.0,53.0,61.0,133.0,110.0,51.0
Israel,2012,349.0,81.0,3.0,45.0,74.0,149.0,117.0,42.0
Israel,2013,291.0,81.0,7.0,35.0,62.0,128.0,94.0,46.0
Israel,2014,294.0,88.0,8.0,45.0,54.0,154.0,78.0,43.0
Israel,2015,269.0,73.0,3.0,43.0,58.0,112.0,82.0,44.0
Israel,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Israel,All,6023.0,1641.0,69.0,1281.0,1314.0,2416.0,1643.0,941.0
Italy,1996,3458.0,1231.0,18.0,375.0,656.0,1306.0,1570.0,764.0
Italy,1997,3547.0,1147.0,11.0,394.0,681.0,1212.0,1592.0,804.0
Italy,1998,3448.0,1056.0,14.0,343.0,660.0,1182.0,1465.0,840.0
Italy,1999,3105.0,1010.0,8.0,297.0,604.0,1113.0,1375.0,718.0
Italy,2000,3062.0,1046.0,11.0,281.0,583.0,1227.0,1232.0,774.0
Italy,2001,3050.0,980.0,14.0,258.0,556.0,1190.0,1274.0,738.0
Italy,2002,3145.0,924.0,11.0,255.0,567.0,1226.0,1268.0,742.0
Italy,2003,3078.0,997.0,10.0,233.0,519.0,1257.0,1244.0,812.0
Italy,2004,3046.0,940.0,7.0,210.0,550.0,1222.0,1210.0,787.0
Italy,2005,2803.0,939.0,10.0,211.0,448.0,1164.0,1207.0,702.0
Italy,2006,2841.0,859.0,4.0,186.0,430.0,1183.0,1142.0,755.0
Italy,2007,2893.0,864.0,9.0,206.0,438.0,1178.0,1159.0,767.0
Italy,2008,2997.0,907.0,5.0,197.0,459.0,1281.0,1230.0,732.0
Italy,2009,3093.0,881.0,8.0,186.0,402.0,1387.0,1227.0,764.0
Italy,2010,3128.0,861.0,11.0,175.0,423.0,1390.0,1238.0,752.0
Italy,2011,3290.0,863.0,6.0,212.0,375.0,1440.0,1294.0,826.0
Italy,2012,3324.0,933.0,8.0,223.0,397.0,1540.0,1310.0,779.0
Italy,2013,3322.0,968.0,11.0,196.0,408.0,1497.0,1372.0,806.0
Italy,2014,3215.0,932.0,12.0,216.0,375.0,1494.0,1222.0,828.0
Italy,2015,3105.0,883.0,13.0,195.0,335.0,1383.0,1237.0,825.0
Italy,All,62950.0,19221.0,201.0,4849.0,9866.0,25872.0,25868.0,15515.0
Jamaica,2000,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
Jamaica,2001,4.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0
Jamaica,2002,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Jamaica,2003,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Jamaica,2004,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Jamaica,2005,43.0,8.0,2.0,7.0,14.0,19.0,7.0,2.0
Jamaica,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamaica,2009,33.0,3.0,1.0,6.0,10.0,9.0,7.0,3.0
Jamaica,2010,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Jamaica,2011,44.0,6.0,6.0,6.0,7.0,15.0,12.0,4.0
Jamaica,All,134.0,19.0,10.0,22.0,34.0,49.0,29.0,9.0
Japan,1996,14701.0,7266.0,64.0,1510.0,2388.0,7669.0,7383.0,2953.0
Japan,1997,15706.0,7574.0,53.0,1479.0,2611.0,8029.0,8005.0,3103.0
Japan,1998,22078.0,9380.0,94.0,2065.0,3512.0,10769.0,11273.0,3745.0
Japan,1999,22129.0,8986.0,73.0,1966.0,3631.0,10653.0,11117.0,3675.0
Japan,2000,21415.0,8574.0,74.0,1804.0,3481.0,10195.0,11020.0,3415.0
Japan,2001,20868.0,8264.0,61.0,1668.0,3401.0,10061.0,10560.0,3381.0
Japan,2002,21467.0,8248.0,37.0,1592.0,3449.0,10389.0,10875.0,3373.0
Japan,2003,23190.0,8691.0,65.0,1714.0,4042.0,11175.0,11509.0,3376.0
Japan,2004,21764.0,8270.0,49.0,1812.0,3765.0,10101.0,10836.0,3471.0
Japan,2005,22070.0,8299.0,45.0,1886.0,4002.0,10187.0,10791.0,3458.0
Japan,2006,21283.0,8486.0,77.0,1892.0,3800.0,9629.0,10787.0,3584.0
Japan,2007,21867.0,8798.0,47.0,1848.0,3680.0,9902.0,11292.0,3896.0
Japan,2008,21405.0,8668.0,59.0,1995.0,3854.0,9581.0,10779.0,3805.0
Japan,2009,22015.0,8508.0,55.0,1931.0,3742.0,10127.0,10803.0,3865.0
Japan,2010,20905.0,8506.0,63.0,1823.0,3551.0,9755.0,10345.0,3874.0
Japan,2011,19781.0,8985.0,74.0,1920.0,3516.0,9573.0,9741.0,3942.0
Japan,2012,18402.0,7936.0,75.0,1789.0,3175.0,8655.0,8770.0,3874.0
Japan,2013,18081.0,7910.0,92.0,1709.0,3028.0,8575.0,8512.0,4075.0
Japan,2014,16820.0,7537.0,102.0,1612.0,2945.0,7868.0,7989.0,3841.0
Japan,2015,16146.0,6946.0,90.0,1499.0,2633.0,7531.0,7533.0,3806.0
Japan,All,402093.0,165832.0,1349.0,35514.0,68206.0,190424.0,199920.0,72512.0
Jordan,2008,4.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0
Jordan,2009,13.0,1.0,2.0,4.0,5.0,1.0,2.0,0.0
Jordan,2010,16.0,2.0,0.0,6.0,4.0,7.0,1.0,0.0
Jordan,2011,16.0,3.0,1.0,7.0,3.0,7.0,1.0,0.0
Jordan,2012,23.0,8.0,3.0,13.0,5.0,8.0,2.0,0.0
Jordan,All,72.0,15.0,7.0,30.0,19.0,24.0,6.0,1.0
Kazakhstan,1996,3996.0,777.0,67.0,793.0,1000.0,1853.0,942.0,118.0
Kazakhstan,1997,3881.0,761.0,69.0,826.0,941.0,1793.0,904.0,109.0
Kazakhstan,1998,3584.0,729.0,65.0,746.0,865.0,1664.0,852.0,121.0
Kazakhstan,1999,3328.0,663.0,59.0,733.0,837.0,1529.0,719.0,114.0
Kazakhstan,2000,3682.0,746.0,65.0,792.0,974.0,1761.0,733.0,103.0
Kazakhstan,2001,3719.0,658.0,85.0,818.0,953.0,1716.0,701.0,104.0
Kazakhstan,2002,3562.0,678.0,87.0,781.0,954.0,1612.0,701.0,105.0
Kazakhstan,2003,3633.0,688.0,83.0,809.0,1052.0,1588.0,669.0,120.0
Kazakhstan,2004,3702.0,692.0,71.0,912.0,1098.0,1635.0,542.0,136.0
Kazakhstan,2005,3269.0,634.0,102.0,788.0,994.0,1402.0,502.0,115.0
Kazakhstan,2006,3401.0,675.0,92.0,838.0,1065.0,1415.0,542.0,124.0
Kazakhstan,2007,3420.0,721.0,119.0,851.0,1059.0,1485.0,500.0,127.0
Kazakhstan,2008,3230.0,767.0,85.0,896.0,1012.0,1395.0,476.0,133.0
Kazakhstan,2009,3120.0,718.0,69.0,822.0,993.0,1373.0,479.0,102.0
Kazakhstan,2010,2964.0,645.0,74.0,721.0,948.0,1278.0,477.0,111.0
Kazakhstan,2011,2793.0,608.0,59.0,664.0,906.0,1228.0,436.0,108.0
Kazakhstan,2012,2677.0,563.0,40.0,557.0,827.0,1255.0,461.0,100.0
Kazakhstan,2013,2837.0,675.0,69.0,631.0,869.0,1335.0,482.0,126.0
Kazakhstan,2014,2556.0,563.0,56.0,488.0,793.0,1253.0,412.0,117.0
Kazakhstan,2015,2342.0,530.0,43.0,439.0,711.0,1137.0,428.0,114.0
Kazakhstan,All,65696.0,13491.0,1459.0,14905.0,18851.0,29707.0,11958.0,2307.0
Kiribati,1996,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0
Kiribati,1997,5.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0
Kiribati,1998,4.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
Kiribati,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiribati,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiribati,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiribati,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiribati,All,12.0,3.0,3.0,6.0,3.0,3.0,0.0,0.0
Kuwait,1996,19.0,11.0,0.0,4.0,18.0,6.0,2.0,0.0
Kuwait,1997,16.0,17.0,0.0,7.0,17.0,8.0,1.0,0.0
Kuwait,1998,20.0,15.0,0.0,4.0,16.0,14.0,1.0,0.0
Kuwait,1999,33.0,13.0,1.0,3.0,23.0,19.0,0.0,0.0
Kuwait,2000,20.0,14.0,0.0,5.0,21.0,7.0,1.0,0.0
Kuwait,2001,25.0,5.0,0.0,2.0,11.0,17.0,0.0,0.0
Kuwait,2002,34.0,11.0,0.0,7.0,16.0,22.0,0.0,0.0
Kuwait,2003,30.0,14.0,0.0,4.0,20.0,20.0,0.0,0.0
Kuwait,2004,28.0,17.0,0.0,8.0,13.0,24.0,0.0,0.0
Kuwait,2005,41.0,11.0,0.0,5.0,28.0,18.0,1.0,0.0
Kuwait,2006,34.0,11.0,0.0,4.0,23.0,17.0,1.0,0.0
Kuwait,2007,37.0,14.0,0.0,6.0,28.0,15.0,2.0,0.0
Kuwait,2008,33.0,14.0,0.0,7.0,19.0,19.0,2.0,0.0
Kuwait,2009,40.0,21.0,0.0,7.0,25.0,28.0,1.0,0.0
Kuwait,2010,26.0,13.0,0.0,3.0,21.0,12.0,3.0,0.0
Kuwait,2011,26.0,15.0,5.0,6.0,15.0,13.0,2.0,0.0
Kuwait,2012,37.0,19.0,1.0,14.0,16.0,22.0,3.0,0.0
Kuwait,2013,28.0,13.0,0.0,5.0,21.0,12.0,3.0,0.0
Kuwait,2014,50.0,18.0,0.0,12.0,26.0,26.0,4.0,0.0
Kuwait,All,577.0,266.0,7.0,113.0,377.0,319.0,27.0,0.0
Kyrgyzstan,1996,392.0,88.0,9.0,89.0,105.0,159.0,98.0,20.0
Kyrgyzstan,1997,409.0,87.0,15.0,107.0,100.0,167.0,93.0,14.0
Kyrgyzstan,1998,421.0,88.0,21.0,111.0,121.0,151.0,95.0,10.0
Kyrgyzstan,1999,457.0,99.0,14.0,110.0,122.0,200.0,94.0,16.0
Kyrgyzstan,2000,414.0,96.0,17.0,102.0,104.0,181.0,89.0,17.0
Kyrgyzstan,2001,483.0,77.0,24.0,137.0,101.0,205.0,76.0,17.0
Kyrgyzstan,2002,467.0,100.0,19.0,123.0,116.0,230.0,66.0,13.0
Kyrgyzstan,2003,397.0,82.0,13.0,99.0,108.0,181.0,72.0,6.0
Kyrgyzstan,2004,363.0,75.0,15.0,87.0,87.0,177.0,56.0,16.0
Kyrgyzstan,2005,386.0,84.0,24.0,108.0,124.0,159.0,44.0,11.0
Kyrgyzstan,2006,366.0,97.0,19.0,112.0,119.0,151.0,42.0,20.0
Kyrgyzstan,2007,366.0,116.0,30.0,131.0,105.0,163.0,42.0,11.0
Kyrgyzstan,2008,379.0,94.0,19.0,107.0,117.0,164.0,51.0,15.0
Kyrgyzstan,2009,362.0,96.0,12.0,117.0,129.0,157.0,36.0,7.0
Kyrgyzstan,2010,395.0,105.0,12.0,126.0,139.0,158.0,49.0,16.0
Kyrgyzstan,2011,363.0,108.0,15.0,129.0,110.0,159.0,45.0,13.0
Kyrgyzstan,2012,402.0,122.0,18.0,113.0,142.0,177.0,58.0,16.0
Kyrgyzstan,2013,349.0,97.0,32.0,111.0,103.0,144.0,47.0,9.0
Kyrgyzstan,2014,358.0,103.0,24.0,90.0,115.0,174.0,48.0,10.0
Kyrgyzstan,2015,327.0,90.0,25.0,100.0,80.0,159.0,44.0,9.0
Kyrgyzstan,All,7856.0,1904.0,377.0,2209.0,2247.0,3416.0,1245.0,266.0
Latvia,1996,741.0,181.0,4.0,72.0,134.0,377.0,280.0,55.0
Latvia,1997,706.0,180.0,5.0,74.0,126.0,352.0,264.0,65.0
Latvia,1998,678.0,161.0,6.0,72.0,119.0,370.0,221.0,51.0
Latvia,1999,593.0,170.0,1.0,53.0,105.0,316.0,228.0,60.0
